weight,height,age,sex,activity_level,bmr,tdee,bmi,bmi_category
140,70,70,M,4,1401,1625,20.085714285714285,Healthy
160,58,50,M,4,1401,1626,33.43638525564804,Obese>30
110,70,80,F,8,1049,1626,15.781632653061223,Underweight
120,60,20,M,4,1402,1626,23.433333333333334,Healthy
150,64,60,M,4,1401,1626,25.74462890625,Overweight
110,66,30,M,4,1402,1626,17.752525252525253,Underweight
120,64,70,F,8,1049,1626,20.595703125,Healthy
160,78,80,F,4,1403,1627,18.487836949375414,Underweight
120,62,70,M,6,1184,1627,21.94588969823101,Healthy
130,70,70,M,5,1356,1627,18.651020408163266,Healthy
130,58,60,F,8,1049,1627,27.167063020214034,Overweight
230,58,80,F,4,1403,1627,48.06480380499406,Obese>45
150,58,50,M,5,1356,1627,31.346611177170033,Obese>30
180,62,90,M,5,1356,1627,32.91883454734651,Obese>30
140,64,60,M,5,1356,1627,24.0283203125,Healthy
110,68,80,M,6,1183,1627,16.72361591695502,Underweight
220,64,90,F,4,1403,1627,37.7587890625,Obese>35
100,66,30,M,5,1356,1628,16.1386593204775,Underweight
110,60,20,M,5,1356,1628,21.480555555555554,Healthy
190,60,50,F,4,1403,1628,37.102777777777774,Obese>35
140,60,90,M,7,1143,1628,27.33888888888889,Overweight
170,72,70,F,4,1403,1628,23.053626543209877,Healthy
150,62,20,F,4,1404,1628,27.43236212278876,Overweight
140,68,30,F,4,1404,1628,21.284602076124568,Healthy
180,66,60,F,4,1403,1628,29.049586776859506,Overweight
130,74,40,F,4,1403,1628,16.68918918918919,Underweight
100,62,60,M,7,1143,1629,18.28824141519251,Underweight
160,72,70,F,5,1358,1629,21.697530864197528,Healthy
220,58,80,F,5,1358,1629,45.975029726516055,Obese>45
170,66,60,F,5,1358,1629,27.435720844811755,Overweight
150,78,80,F,5,1358,1629,17.33234714003945,Underweight
210,64,90,F,5,1358,1629,36.04248046875,Obese>35
140,62,20,F,5,1358,1630,25.60353798126951,Overweight
140,70,80,F,6,1185,1630,20.085714285714285,Healthy
130,68,30,F,5,1358,1630,19.764273356401386,Healthy
110,66,40,F,6,1186,1630,17.752525252525253,Underweight
130,76,90,F,6,1185,1630,15.822368421052632,Underweight
120,60,30,F,6,1186,1630,23.433333333333334,Healthy
160,58,60,F,6,1185,1630,33.43638525564804,Obese>30
120,74,40,F,5,1358,1630,15.405405405405405,Underweight
120,60,90,M,8,1052,1630,23.433333333333334,Healthy
180,60,50,F,5,1358,1630,35.15,Obese>35
150,64,70,F,6,1185,1630,25.74462890625,Overweight
130,70,60,M,4,1406,1631,18.651020408163266,Healthy
150,58,40,M,4,1406,1631,31.346611177170033,Obese>30
170,62,90,F,7,1144,1631,31.09001040582726,Obese>30
130,64,60,F,7,1145,1631,22.31201171875,Healthy
140,58,50,F,7,1145,1631,29.256837098692035,Overweight
120,70,70,F,7,1145,1631,17.216326530612243,Underweight
100,66,20,M,4,1406,1631,16.1386593204775,Underweight
140,64,50,M,4,1406,1631,24.0283203125,Healthy
180,62,80,M,4,1406,1631,32.91883454734651,Obese>30
170,68,90,M,4,1406,1631,25.84558823529412,Overweight
160,68,90,M,5,1360,1632,24.325259515570938,Healthy
100,60,20,F,7,1145,1632,19.527777777777775,Healthy
170,62,80,M,5,1360,1632,31.09001040582726,Obese>30
220,58,70,F,4,1408,1633,45.975029726516055,Obese>45
150,78,70,F,4,1408,1633,17.33234714003945,Underweight
140,58,40,M,5,1361,1633,29.256837098692035,Overweight
130,64,50,M,5,1361,1633,22.31201171875,Healthy
120,70,60,M,5,1361,1633,17.216326530612243,Underweight
160,72,60,F,4,1408,1633,21.697530864197528,Healthy
180,60,40,F,4,1408,1633,35.15,Obese>35
150,62,90,F,8,1054,1633,27.43236212278876,Overweight
150,60,90,M,6,1188,1633,29.291666666666664,Overweight
200,70,90,F,4,1407,1633,28.693877551020407,Overweight
130,68,20,F,4,1408,1633,19.764273356401386,Healthy
210,64,80,F,4,1408,1633,36.04248046875,Obese>35
170,66,50,F,4,1408,1633,27.435720844811755,Overweight
120,74,30,F,4,1408,1633,15.405405405405405,Underweight
120,58,50,F,8,1054,1634,25.07728894173603,Overweight
110,64,60,F,8,1054,1634,18.87939453125,Healthy
110,62,60,M,6,1188,1634,20.117065556711758,Healthy
100,68,70,M,6,1188,1634,15.203287197231832,Underweight
190,70,90,F,5,1362,1634,27.259183673469387,Overweight
200,64,80,F,5,1362,1635,34.326171875,Obese>30
140,78,70,F,5,1362,1635,16.176857330703484,Underweight
150,72,60,F,5,1362,1635,20.341435185185187,Healthy
120,68,20,F,5,1363,1635,18.2439446366782,Underweight
160,66,50,F,5,1362,1635,25.821854912764003,Overweight
130,60,80,M,7,1147,1635,25.38611111111111,Overweight
210,58,70,F,5,1362,1635,43.88525564803805,Obese>40
170,60,40,F,5,1363,1635,33.19722222222222,Obese>30
120,66,90,M,7,1147,1635,19.366391184573004,Healthy
140,64,60,F,6,1190,1636,24.0283203125,Healthy
130,70,70,F,6,1190,1636,18.651020408163266,Healthy
160,68,80,M,4,1410,1636,24.325259515570938,Healthy
150,74,90,M,4,1410,1636,19.256756756756758,Healthy
170,62,70,M,4,1410,1636,31.09001040582726,Obese>30
130,64,40,M,4,1411,1636,22.31201171875,Healthy
120,70,50,M,4,1411,1636,17.216326530612243,Underweight
180,62,90,F,6,1190,1636,32.91883454734651,Obese>30
150,58,50,F,6,1190,1636,31.346611177170033,Obese>30
100,66,90,M,8,1056,1637,16.1386593204775,Underweight
160,62,80,F,7,1149,1637,29.261186264308012,Overweight
110,60,20,F,6,1190,1637,21.480555555555554,Healthy
150,68,90,F,7,1149,1637,22.80493079584775,Healthy
110,60,80,M,8,1056,1637,21.480555555555554,Healthy
100,66,30,F,6,1190,1637,16.1386593204775,Underweight
140,58,30,M,4,1411,1637,29.256837098692035,Overweight
200,64,70,F,4,1412,1638,34.326171875,Obese>30
180,76,90,F,4,1412,1638,21.907894736842106,Healthy
140,74,90,M,5,1365,1638,17.972972972972972,Underweight
160,62,70,M,5,1365,1638,29.261186264308012,Overweight
130,58,40,F,7,1149,1638,27.167063020214034,Overweight
150,72,50,F,4,1412,1638,20.341435185185187,Healthy
210,58,60,F,4,1412,1638,43.88525564803805,Obese>40
150,68,80,M,5,1365,1638,22.80493079584775,Healthy
140,78,60,F,4,1412,1638,16.176857330703484,Underweight
190,70,80,F,4,1412,1638,27.259183673469387,Overweight
160,66,40,F,4,1412,1638,25.821854912764003,Overweight
110,70,60,F,7,1149,1638,15.781632653061223,Underweight
120,64,50,F,7,1149,1638,20.595703125,Healthy
120,64,40,M,5,1365,1638,20.595703125,Healthy
110,70,50,M,5,1365,1638,15.781632653061223,Underweight
170,60,30,F,4,1413,1639,33.19722222222222,Obese>30
130,58,30,M,5,1365,1639,27.167063020214034,Overweight
100,62,50,M,6,1193,1640,18.28824141519251,Underweight
140,60,80,M,6,1193,1640,27.33888888888889,Overweight
140,72,50,F,5,1367,1640,18.98533950617284,Healthy
180,70,80,F,5,1367,1640,25.82448979591837,Overweight
140,62,80,F,8,1058,1640,25.60353798126951,Overweight
130,78,60,F,5,1367,1640,15.021367521367521,Underweight
190,64,70,F,5,1367,1640,32.60986328125,Obese>30
130,68,90,F,8,1058,1640,19.764273356401386,Healthy
170,76,90,F,5,1367,1640,20.69078947368421,Healthy
130,66,90,M,6,1192,1640,20.980257116620752,Healthy
200,58,60,F,5,1367,1640,41.795481569560046,Obese>40
160,60,30,F,5,1367,1641,31.244444444444447,Obese>30
100,64,50,F,8,1059,1641,17.1630859375,Underweight
160,62,60,M,4,1415,1641,29.261186264308012,Overweight
140,74,80,M,4,1415,1641,17.972972972972972,Underweight
150,68,70,M,4,1415,1641,22.80493079584775,Healthy
200,60,90,M,4,1415,1641,39.05555555555555,Obese>35
110,58,40,F,8,1059,1641,22.987514863258028,Healthy
150,66,40,F,5,1367,1641,24.207988980716255,Healthy
120,60,70,M,7,1152,1641,23.433333333333334,Healthy
110,66,80,M,7,1152,1641,17.752525252525253,Underweight
170,62,80,F,6,1194,1642,31.09001040582726,Obese>30
160,68,90,F,6,1194,1642,24.325259515570938,Healthy
120,64,30,M,4,1415,1642,20.595703125,Healthy
110,70,40,M,4,1415,1642,15.781632653061223,Underweight
130,58,20,M,4,1415,1642,27.167063020214034,Overweight
230,62,90,F,4,1417,1643,42.06295525494277,Obese>40
140,68,70,M,5,1370,1643,21.284602076124568,Healthy
180,70,70,F,4,1417,1643,25.82448979591837,Overweight
190,60,90,M,5,1369,1643,37.102777777777774,Obese>35
130,64,50,F,6,1195,1643,22.31201171875,Healthy
120,70,60,F,6,1195,1643,17.216326530612243,Underweight
130,74,80,M,5,1369,1643,16.68918918918919,Underweight
170,76,80,F,4,1417,1643,20.69078947368421,Healthy
140,58,40,F,6,1195,1643,29.256837098692035,Overweight
150,62,70,F,7,1154,1644,27.43236212278876,Overweight
110,64,40,F,7,1154,1644,18.87939453125,Healthy
140,68,80,F,7,1154,1644,21.284602076124568,Healthy
200,58,50,F,4,1417,1644,41.795481569560046,Obese>40
130,74,90,F,7,1153,1644,16.68918918918919,Underweight
140,72,40,F,4,1417,1644,18.98533950617284,Healthy
150,66,30,F,4,1417,1644,24.207988980716255,Healthy
190,64,60,F,4,1417,1644,32.60986328125,Obese>30
120,58,20,M,5,1370,1644,25.07728894173603,Overweight
130,78,50,F,4,1417,1644,15.021367521367521,Underweight
160,60,20,F,4,1417,1644,31.244444444444447,Obese>30
150,62,60,M,5,1370,1644,27.43236212278876,Overweight
110,64,30,M,5,1370,1644,18.87939453125,Healthy
120,58,30,F,7,1154,1645,25.07728894173603,Overweight
220,62,90,F,5,1371,1645,40.234131113423516,Obese>40
160,76,80,F,5,1371,1645,19.473684210526315,Healthy
100,60,70,M,8,1061,1645,19.527777777777775,Healthy
130,72,40,F,5,1372,1646,17.629243827160494,Underweight
150,60,20,F,5,1372,1646,29.291666666666664,Overweight
140,66,30,F,5,1372,1646,22.594123048668507,Healthy
130,60,70,M,6,1197,1646,25.38611111111111,Overweight
190,58,50,F,5,1372,1646,39.705707491082045,Obese>35
120,66,80,M,6,1197,1646,19.366391184573004,Healthy
170,70,70,F,5,1371,1646,24.389795918367348,Healthy
180,64,60,F,5,1371,1646,30.8935546875,Obese>30
190,60,80,M,4,1419,1646,37.102777777777774,Obese>35
180,66,90,M,4,1419,1646,29.049586776859506,Overweight
150,62,50,M,4,1420,1647,27.43236212278876,Overweight
130,74,70,M,4,1419,1647,16.68918918918919,Underweight
150,58,90,M,7,1156,1647,31.346611177170033,Obese>30
140,68,60,M,4,1420,1647,21.284602076124568,Healthy
120,68,80,F,8,1063,1647,18.2439446366782,Underweight
110,64,20,M,4,1420,1647,18.87939453125,Healthy
130,62,70,F,8,1063,1648,23.77471383975026,Healthy
100,66,70,M,7,1156,1648,16.1386593204775,Underweight
140,74,90,F,6,1199,1648,17.972972972972972,Underweight
150,68,80,F,6,1199,1648,22.80493079584775,Healthy
110,60,60,M,7,1156,1648,21.480555555555554,Healthy
100,58,30,F,8,1063,1648,20.897740784780023,Healthy
210,68,90,F,4,1421,1648,31.926903114186853,Obese>30
140,62,50,M,5,1374,1649,25.60353798126951,Overweight
220,62,80,F,4,1421,1649,40.234131113423516,Obese>40
180,60,80,M,5,1374,1649,35.15,Obese>35
130,58,30,F,6,1199,1649,27.167063020214034,Overweight
130,72,30,F,4,1422,1649,17.629243827160494,Underweight
110,70,50,F,6,1199,1649,15.781632653061223,Underweight
170,66,90,M,5,1374,1649,27.435720844811755,Overweight
180,64,50,F,4,1421,1649,30.8935546875,Obese>30
190,58,40,F,4,1422,1649,39.705707491082045,Obese>35
140,66,20,F,4,1422,1649,22.594123048668507,Healthy
120,64,40,F,6,1199,1649,20.595703125,Healthy
120,74,70,M,5,1374,1649,15.405405405405405,Underweight
160,62,70,F,6,1199,1649,29.261186264308012,Overweight
160,76,70,F,4,1421,1649,19.473684210526315,Healthy
130,68,60,M,5,1374,1649,19.764273356401386,Healthy
170,70,60,F,4,1421,1649,24.389795918367348,Healthy
180,60,90,F,7,1158,1650,35.15,Obese>35
120,74,80,F,7,1158,1650,15.405405405405405,Underweight
130,68,70,F,7,1158,1650,19.764273356401386,Healthy
100,64,20,M,5,1375,1650,17.1630859375,Underweight
140,62,60,F,7,1158,1651,25.60353798126951,Overweight
180,58,40,F,5,1376,1651,37.61593341260404,Obese>35
200,68,90,F,5,1376,1651,30.406574394463664,Obese>30
160,70,60,F,5,1376,1651,22.955102040816328,Healthy
130,58,90,M,8,1065,1651,27.167063020214034,Overweight
100,64,30,F,7,1159,1651,17.1630859375,Underweight
150,76,70,F,5,1376,1651,18.25657894736842,Underweight
110,58,20,F,7,1159,1651,22.987514863258028,Healthy
210,62,80,F,5,1376,1651,38.40530697190427,Obese>35
170,64,50,F,5,1376,1651,29.17724609375,Overweight
130,66,20,F,5,1376,1652,20.980257116620752,Healthy
160,58,90,M,6,1201,1652,33.43638525564804,Obese>30
110,66,70,M,6,1202,1652,17.752525252525253,Underweight
180,60,70,M,4,1424,1652,35.15,Obese>35
140,62,40,M,4,1424,1652,25.60353798126951,Overweight
120,72,30,F,5,1376,1652,16.27314814814815,Underweight
120,74,60,M,4,1424,1652,15.405405405405405,Underweight
130,68,50,M,4,1424,1652,19.764273356401386,Healthy
170,66,80,M,4,1424,1652,27.435720844811755,Overweight
120,60,60,M,6,1202,1652,23.433333333333334,Healthy
160,72,90,M,4,1424,1652,21.697530864197528,Healthy
200,68,80,F,4,1426,1654,30.406574394463664,Obese>30
210,62,70,F,4,1426,1654,38.40530697190427,Obese>35
190,74,90,F,4,1426,1654,24.39189189189189,Healthy
140,58,80,M,7,1161,1654,29.256837098692035,Overweight
180,58,30,F,4,1426,1654,37.61593341260404,Obese>35
160,70,50,F,4,1426,1654,22.955102040816328,Healthy
160,60,90,F,8,1067,1654,31.244444444444447,Obese>30
150,76,60,F,4,1426,1654,18.25657894736842,Underweight
150,72,90,M,5,1378,1654,20.341435185185187,Healthy
170,60,70,M,5,1379,1654,33.19722222222222,Obese>30
130,64,90,M,7,1161,1654,22.31201171875,Healthy
170,64,40,F,4,1426,1654,29.17724609375,Overweight
160,66,80,M,5,1378,1654,25.821854912764003,Overweight
190,60,90,F,6,1203,1655,37.102777777777774,Obese>35
110,68,70,F,8,1067,1655,16.72361591695502,Underweight
130,62,40,M,5,1379,1655,23.77471383975026,Healthy
150,62,60,F,6,1204,1655,27.43236212278876,Overweight
120,72,20,F,4,1426,1655,16.27314814814815,Underweight
130,74,80,F,6,1203,1655,16.68918918918919,Underweight
120,68,50,M,5,1379,1655,18.2439446366782,Underweight
110,64,30,F,6,1204,1655,18.87939453125,Healthy
120,62,60,F,8,1068,1655,21.94588969823101,Healthy
140,68,70,F,6,1204,1655,21.284602076124568,Healthy
100,60,50,M,7,1161,1655,19.527777777777775,Healthy
190,68,80,F,5,1380,1656,28.886245674740483,Overweight
180,74,90,F,5,1380,1656,23.10810810810811,Healthy
120,58,20,F,6,1204,1656,25.07728894173603,Overweight
140,78,90,M,4,1428,1657,16.176857330703484,Underweight
170,58,30,F,5,1381,1657,35.52615933412604,Obese>35
140,76,60,F,5,1381,1657,17.039473684210527,Underweight
120,68,60,F,7,1163,1657,18.2439446366782,Underweight
210,58,90,M,4,1428,1657,43.88525564803805,Obese>40
160,64,40,F,5,1381,1657,27.4609375,Overweight
150,72,80,M,4,1428,1657,20.341435185185187,Healthy
160,66,90,F,7,1162,1657,25.821854912764003,Overweight
170,60,80,F,7,1163,1657,33.19722222222222,Obese>30
130,62,50,F,7,1163,1657,23.77471383975026,Healthy
160,66,70,M,4,1428,1657,25.821854912764003,Overweight
120,68,40,M,4,1429,1657,18.2439446366782,Underweight
150,70,50,F,5,1381,1657,21.520408163265305,Healthy
200,62,70,F,5,1380,1657,36.57648283038502,Obese>35
170,60,60,M,4,1429,1657,33.19722222222222,Obese>30
140,64,90,M,6,1206,1658,24.0283203125,Healthy
150,58,80,M,6,1206,1658,31.346611177170033,Obese>30
110,64,90,M,8,1070,1658,18.87939453125,Healthy
130,62,30,M,4,1429,1658,23.77471383975026,Healthy
140,76,50,F,4,1431,1659,17.039473684210527,Underweight
120,58,80,M,8,1070,1659,25.07728894173603,Overweight
180,74,80,F,4,1430,1659,23.10810810810811,Healthy
200,62,60,F,4,1430,1659,36.57648283038502,Obese>35
170,80,90,F,4,1430,1659,18.6734375,Healthy
240,60,90,F,4,1430,1659,46.86666666666667,Obese>45
110,60,50,M,6,1206,1659,21.480555555555554,Healthy
100,66,60,M,6,1206,1659,16.1386593204775,Underweight
190,68,70,F,4,1430,1659,28.886245674740483,Overweight
160,64,30,F,4,1431,1660,27.4609375,Overweight
160,60,60,M,5,1383,1660,31.244444444444447,Obese>30
130,78,90,M,5,1383,1660,15.021367521367521,Underweight
150,66,70,M,5,1383,1660,24.207988980716255,Healthy
110,68,40,M,5,1383,1660,16.72361591695502,Underweight
110,70,90,M,7,1165,1660,15.781632653061223,Underweight
140,72,80,M,5,1383,1660,18.98533950617284,Healthy
200,58,90,M,5,1383,1660,41.795481569560046,Obese>40
120,62,30,M,5,1384,1660,21.94588969823101,Healthy
150,70,40,F,4,1431,1660,21.520408163265305,Healthy
170,58,20,F,4,1431,1660,35.52615933412604,Obese>35
130,68,60,F,6,1208,1661,19.764273356401386,Healthy
140,66,90,F,8,1072,1661,22.594123048668507,Healthy
120,74,70,F,6,1208,1661,15.405405405405405,Underweight
170,66,90,F,6,1208,1661,27.435720844811755,Overweight
120,64,80,M,7,1165,1661,20.595703125,Healthy
180,60,80,F,6,1208,1661,35.15,Obese>35
140,62,50,F,6,1208,1661,25.60353798126951,Overweight
150,60,80,F,8,1072,1661,29.291666666666664,Overweight
130,58,70,M,7,1165,1661,27.167063020214034,Overweight
140,70,40,F,5,1385,1662,20.085714285714285,Healthy
190,64,90,M,4,1433,1662,32.60986328125,Obese>30
100,64,20,F,6,1209,1662,17.1630859375,Underweight
140,72,70,M,4,1433,1662,18.98533950617284,Healthy
160,80,90,F,5,1385,1662,17.575,Underweight
190,62,60,F,5,1385,1662,34.74765868886577,Obese>30
130,76,50,F,5,1385,1662,15.822368421052632,Underweight
150,64,30,F,5,1385,1662,25.74462890625,Overweight
150,66,60,M,4,1433,1662,24.207988980716255,Healthy
230,60,90,F,5,1385,1662,44.913888888888884,Obese>40
110,62,50,F,8,1072,1662,20.117065556711758,Healthy
200,58,80,M,4,1433,1662,41.795481569560046,Obese>40
170,74,80,F,5,1385,1662,21.824324324324323,Healthy
180,68,70,F,5,1385,1662,27.3659169550173,Overweight
130,78,80,M,4,1433,1662,15.021367521367521,Underweight
100,68,60,F,8,1072,1662,15.203287197231832,Underweight
110,68,30,M,4,1433,1663,16.72361591695502,Underweight
120,62,20,M,4,1434,1663,21.94588969823101,Healthy
160,60,70,F,7,1167,1663,31.244444444444447,Obese>30
160,58,20,F,5,1385,1663,33.43638525564804,Obese>30
150,66,80,F,7,1167,1663,24.207988980716255,Healthy
140,72,90,F,7,1167,1663,18.98533950617284,Healthy
160,60,50,M,4,1433,1663,31.244444444444447,Obese>30
230,60,80,F,4,1435,1664,44.913888888888884,Obese>40
160,80,80,F,4,1435,1664,17.575,Underweight
120,62,40,F,7,1168,1664,21.94588969823101,Healthy
110,68,50,F,7,1167,1664,16.72361591695502,Underweight
170,74,70,F,4,1435,1664,21.824324324324323,Healthy
220,66,90,F,4,1435,1664,35.505050505050505,Obese>35
130,72,70,M,5,1388,1665,17.629243827160494,Underweight
140,66,60,M,5,1388,1665,22.594123048668507,Healthy
140,58,70,M,6,1211,1665,29.256837098692035,Overweight
180,68,60,F,4,1435,1665,27.3659169550173,Overweight
190,62,50,F,4,1435,1665,34.74765868886577,Obese>30
150,64,20,F,4,1435,1665,25.74462890625,Overweight
150,60,50,M,5,1388,1665,29.291666666666664,Overweight
130,76,40,F,4,1435,1665,15.822368421052632,Underweight
180,64,90,M,5,1387,1665,30.8935546875,Obese>30
190,58,80,M,5,1388,1665,39.705707491082045,Obese>35
120,70,90,M,6,1211,1665,17.216326530612243,Underweight
100,60,40,M,6,1211,1665,19.527777777777775,Healthy
140,70,30,F,4,1435,1665,20.085714285714285,Healthy
130,64,80,M,6,1211,1665,22.31201171875,Healthy
110,62,20,M,5,1388,1666,20.117065556711758,Healthy
100,64,80,M,8,1075,1666,17.1630859375,Underweight
100,68,30,M,5,1388,1666,15.203287197231832,Underweight
110,58,70,M,8,1075,1666,22.987514863258028,Healthy
150,80,80,F,5,1389,1667,16.4765625,Underweight
120,58,60,M,7,1170,1667,25.07728894173603,Overweight
160,66,80,F,6,1212,1667,25.821854912764003,Overweight
210,66,90,F,5,1389,1667,33.891184573002754,Obese>30
160,74,70,F,5,1389,1667,20.54054054054054,Healthy
170,70,90,M,4,1437,1667,24.389795918367348,Healthy
110,64,70,M,7,1170,1667,18.87939453125,Healthy
220,60,80,F,5,1389,1667,42.96111111111111,Obese>40
180,64,80,M,4,1437,1667,30.8935546875,Obese>30
170,60,70,F,6,1213,1667,33.19722222222222,Obese>30
150,72,90,F,6,1212,1667,20.341435185185187,Healthy
130,70,30,F,5,1390,1668,18.651020408163266,Healthy
100,68,20,M,4,1438,1668,15.203287197231832,Underweight
150,60,40,M,4,1438,1668,29.291666666666664,Overweight
140,66,50,M,4,1438,1668,22.594123048668507,Healthy
170,68,60,F,5,1390,1668,25.84558823529412,Overweight
130,72,60,M,4,1438,1668,17.629243827160494,Underweight
120,68,50,F,6,1213,1668,18.2439446366782,Underweight
130,62,40,F,6,1213,1668,23.77471383975026,Healthy
120,72,90,F,8,1076,1668,16.27314814814815,Underweight
140,64,20,F,5,1390,1668,24.0283203125,Healthy
180,62,50,F,5,1390,1668,32.91883454734651,Obese>30
130,66,80,F,8,1076,1668,20.980257116620752,Healthy
190,58,70,M,4,1438,1668,39.705707491082045,Obese>35
200,72,90,F,4,1439,1669,27.12191358024691,Overweight
140,60,70,F,8,1077,1669,27.33888888888889,Overweight
100,62,40,F,8,1077,1669,18.28824141519251,Underweight
190,58,90,F,7,1172,1669,39.705707491082045,Obese>35
130,72,80,F,7,1172,1670,17.629243827160494,Underweight
130,70,20,F,4,1440,1670,18.651020408163266,Healthy
210,66,80,F,4,1439,1670,33.891184573002754,Obese>30
100,68,40,F,7,1172,1670,15.203287197231832,Underweight
160,74,60,F,4,1439,1670,20.54054054054054,Healthy
170,68,50,F,4,1440,1670,25.84558823529412,Overweight
180,62,40,F,4,1440,1670,32.91883454734651,Obese>30
110,62,30,F,7,1172,1670,20.117065556711758,Healthy
160,70,90,M,5,1392,1670,22.955102040816328,Healthy
220,60,70,F,4,1439,1670,42.96111111111111,Obese>40
140,66,70,F,7,1172,1670,22.594123048668507,Healthy
150,60,60,F,7,1172,1670,29.291666666666664,Overweight
150,80,70,F,4,1439,1670,16.4765625,Underweight
130,66,50,M,5,1392,1671,20.980257116620752,Healthy
130,58,60,M,6,1215,1671,27.167063020214034,Overweight
110,70,80,M,6,1215,1671,15.781632653061223,Underweight
170,64,80,M,5,1392,1671,29.17724609375,Overweight
120,72,60,M,5,1392,1671,16.27314814814815,Underweight
120,64,70,M,6,1215,1671,20.595703125,Healthy
180,58,70,M,5,1392,1671,37.61593341260404,Obese>35
140,60,40,M,5,1393,1671,27.33888888888889,Overweight
140,60,30,M,4,1443,1673,27.33888888888889,Overweight
150,76,90,M,4,1442,1673,18.25657894736842,Underweight
170,62,40,F,5,1394,1673,31.09001040582726,Obese>30
140,62,90,M,7,1174,1673,25.60353798126951,Overweight
120,70,20,F,5,1395,1673,17.216326530612243,Underweight
140,80,70,F,5,1394,1673,15.378124999999999,Underweight
200,58,90,F,6,1217,1673,41.795481569560046,Obese>40
140,72,80,F,6,1217,1673,18.98533950617284,Healthy
180,58,60,M,4,1442,1673,37.61593341260404,Obese>35
200,66,80,F,5,1394,1673,32.277318640955,Obese>30
210,60,70,F,5,1394,1673,41.00833333333333,Obese>40
130,66,40,M,4,1442,1673,20.980257116620752,Healthy
160,70,80,M,4,1442,1673,22.955102040816328,Healthy
160,68,50,F,5,1394,1673,24.325259515570938,Healthy
100,58,60,M,8,1079,1673,20.897740784780023,Healthy
130,78,90,F,6,1217,1673,15.021367521367521,Underweight
120,72,50,M,4,1442,1673,16.27314814814815,Underweight
170,64,70,M,4,1442,1673,29.17724609375,Overweight
150,74,60,F,5,1394,1673,19.256756756756758,Healthy
190,72,90,F,5,1394,1673,25.76581790123457,Overweight
110,58,50,M,7,1175,1674,22.987514863258028,Healthy
100,64,60,M,7,1175,1674,17.1630859375,Underweight
110,68,40,F,6,1217,1674,16.72361591695502,Underweight
160,60,60,F,6,1217,1674,31.244444444444447,Obese>30
150,66,70,F,6,1217,1674,24.207988980716255,Healthy
120,62,30,F,6,1218,1674,21.94588969823101,Healthy
200,66,70,F,4,1444,1675,32.277318640955,Obese>30
170,58,90,F,8,1081,1675,35.52615933412604,Obese>35
150,74,50,F,4,1444,1675,19.256756756756758,Healthy
160,68,40,F,4,1444,1675,24.325259515570938,Healthy
140,80,60,F,4,1444,1675,15.378124999999999,Underweight
170,62,30,F,4,1444,1675,31.09001040582726,Obese>30
190,72,80,F,4,1444,1675,25.76581790123457,Overweight
180,78,90,F,4,1444,1675,20.798816568047336,Healthy
250,58,90,F,4,1444,1675,52.24435196195006,Obese>50
210,60,60,F,4,1444,1675,41.00833333333333,Obese>40
160,64,70,M,5,1397,1676,27.4609375,Overweight
140,76,90,M,5,1397,1676,17.039473684210527,Underweight
120,66,40,M,5,1397,1676,19.366391184573004,Healthy
150,70,80,M,5,1397,1676,21.520408163265305,Healthy
180,58,80,F,7,1176,1676,37.61593341260404,Obese>35
130,60,60,F,8,1081,1676,25.38611111111111,Overweight
120,66,70,F,8,1081,1676,19.366391184573004,Healthy
170,58,60,M,5,1397,1676,35.52615933412604,Obese>35
120,72,70,F,7,1176,1676,16.27314814814815,Underweight
130,66,60,F,7,1176,1676,20.980257116620752,Healthy
170,64,90,F,7,1176,1676,29.17724609375,Overweight
140,60,50,F,7,1177,1677,27.33888888888889,Overweight
150,62,90,M,6,1220,1677,27.43236212278876,Overweight
110,64,60,M,6,1220,1677,18.87939453125,Healthy
130,60,30,M,5,1397,1677,25.38611111111111,Overweight
100,62,20,F,7,1177,1677,18.28824141519251,Underweight
190,66,70,F,5,1399,1678,30.663452708907254,Obese>30
180,72,80,F,5,1398,1678,24.409722222222225,Healthy
120,58,50,M,6,1220,1678,25.07728894173603,Overweight
200,62,90,M,4,1446,1678,36.57648283038502,Obese>35
170,58,50,M,4,1447,1678,35.52615933412604,Obese>35
200,60,60,F,5,1399,1678,39.05555555555555,Obese>35
240,58,90,F,5,1398,1678,50.15457788347206,Obese>50
140,76,80,M,4,1447,1678,17.039473684210527,Underweight
150,70,70,M,4,1447,1678,21.520408163265305,Healthy
170,78,90,F,5,1398,1678,19.643326758711375,Healthy
160,64,60,M,4,1447,1678,27.4609375,Overweight
120,66,30,M,4,1447,1679,19.366391184573004,Healthy
130,60,20,M,4,1447,1679,25.38611111111111,Overweight
140,74,50,F,5,1399,1679,17.972972972972972,Underweight
160,62,30,F,5,1399,1679,29.261186264308012,Overweight
150,68,40,F,5,1399,1679,22.80493079584775,Healthy
130,72,70,F,6,1222,1680,17.629243827160494,Underweight
190,66,60,F,4,1449,1680,30.663452708907254,Obese>30
100,68,30,F,6,1222,1680,15.203287197231832,Underweight
130,62,80,M,7,1179,1680,23.77471383975026,Healthy
230,64,90,F,4,1448,1680,39.47509765625,Obese>35
190,58,80,F,6,1222,1680,39.705707491082045,Obese>35
140,66,60,F,6,1222,1680,22.594123048668507,Healthy
200,60,50,F,4,1449,1680,39.05555555555555,Obese>35
240,58,80,F,4,1448,1680,50.15457788347206,Obese>50
